IA_p,IB_p,IC_p,IA_m,IB_m,IC_m,Rs_A,Rs_B,Rs_C,Ls,state
0.6797,0.5446,0.5174,-1,-0.51,-0.5569,1.8388,3.2087,3.2511,0.013,1
1.2444,0.8121,1.1632,-0.6696,-0.6332,-0.9852,0,0,0,0,6
1.2054,0.773,1.2804,-0.5915,-0.6527,-0.8095,0,0,0,0,6
0.4258,0.5251,0.9275,-0.7461,-0.4905,-1.0647,3.4307,3.4339,2.2467,0.0149,3
0.7757,1.0465,1.0851,-0.6501,-0.8285,-0.9657,0,0,0,0,5
0.4062,0.8962,0.6736,-0.6875,-0.9788,-0.6936,3.234,2.0719,3.3023,0.0142,2
0.5234,0.9157,0.5369,-0.7266,-0.9007,-0.5569,3.2911,2.0636,3.3045,0.0149,2
0.4258,0.5837,1.0056,-0.6094,-0.4515,-0.967,3.0873,3.0776,1.7979,0.0116,3
0.4453,0.5056,0.576,-0.5508,-0.5882,-0.5764,3.5762,3.5752,3.637,0.0181,0
0.4062,0.6814,0.5564,-0.7266,-0.9788,-0.6154,3.2658,2.2552,3.3131,0.0133,2
0.543,0.9353,0.4588,-0.8242,-1.0179,-0.8303,3.1522,1.8108,3.2121,0.0149,2
0.3086,0.9353,0.3416,-0.7266,-1.0179,-0.7131,3.2056,2.0544,3.2469,0.0132,2
0.3672,0.9939,0.4002,-0.6289,-0.9788,-0.5764,3.1997,2.1001,3.2494,0.0137,2
0.4453,0.9939,0.6346,-0.668,-0.9788,-0.5764,3.2109,2.0496,3.2845,0.0128,2
0.7952,1.0074,1.2218,-0.7282,-0.7699,-1.0243,0,0,0,0,5
0.8555,0.5446,0.3611,-0.9414,-0.7249,-0.6936,2.2463,3.4698,3.5329,0.0138,1
1.1272,1.1441,0.8312,-0.5525,-0.7895,-0.8485,0,0,0,0,4
0.8359,0.6032,0.5564,-0.9414,-0.5296,-0.5373,2.0874,3.2902,3.3631,0.0159,1
0.4648,0.486,0.4588,-0.5703,-0.5882,-0.4787,3.5899,3.5971,3.6528,0.0182,0
0.4844,0.5446,0.7517,-0.7656,-0.5882,-0.9084,3.1426,3.1286,2.0736,0.0139,3
0.582,0.5056,1.0056,-0.5117,-0.51,-0.8889,3.0982,3.153,2.0533,0.0121,3
0.4648,0.6423,0.6736,-0.6289,-0.51,-1.0061,3.161,3.174,2.0589,0.0146,3
0.875,0.486,0.576,-1.0391,-0.6663,-0.5373,2.2307,3.3903,3.4687,0.0139,1
0.5039,0.154,0.4783,-0.5313,-0.471,-0.5764,3.5942,3.5765,3.6123,0.0182,0
0.875,0.6032,0.3611,-0.9805,-0.5686,-0.674,1.9147,3.2084,3.2712,0.015,1
0.5039,0.5642,0.6736,-0.6875,-0.51,-0.9475,3.4436,3.4478,2.2451,0.0139,3
1.1077,1.0074,0.6554,-0.8064,-0.6918,-0.9071,0,0,0,0,4
0.8555,0.486,0.4783,-0.9414,-0.5882,-0.7326,2.3191,3.3638,3.3665,0.0162,1
0.7578,0.3103,0.4392,-0.961,-0.6858,-0.5373,2.2807,3.2903,3.3391,0.0159,1
0.8359,0.6423,0.6346,-1,-0.7444,-0.6154,1.8462,3.2185,3.2424,0.0138,1
0.8945,0.6228,0.5564,-0.9414,-0.5296,-0.5569,2.3221,3.3625,3.3985,0.0149,1
0.9336,0.6423,0.576,-0.961,-0.51,-0.5959,1.8388,3.1902,3.252,0.0154,1
0.543,0.3493,0.7908,-0.5899,-0.51,-0.967,3.4668,3.4613,2.2547,0.014,3
1.264,0.734,1.2218,-0.5915,-0.7113,-0.8095,0,0,0,0,6
0.9336,0.486,0.5369,-0.8828,-0.5296,-0.9865,1.8459,3.2133,3.2589,0.0154,1
0.543,0.3493,0.7908,-0.5899,-0.51,-0.967,3.4668,3.4613,2.2603,0.0126,3
0.3867,0.5251,0.4783,-0.6485,-0.5491,-0.4787,3.6166,3.6277,3.6941,0.0189,0
1.2054,0.8512,1.2804,-0.7087,-0.5941,-0.9462,0,0,0,0,6
0.5039,0.5446,0.4783,-0.5899,-0.5882,-0.4397,3.5748,3.5732,3.6351,0.0182,0
0.4648,0.9548,0.4392,-0.7656,-0.9593,-0.7912,3.1627,1.9017,3.219,0.0143,2
0.5039,0.486,0.8689,-0.6875,-0.7444,-0.8498,3.4764,3.5089,2.2634,0.0147,3
0.4844,0.4079,0.3806,-0.5899,-0.7054,-0.635,3.5359,3.538,3.5707,0.0181,0
1.1663,1.1637,0.8312,-0.4939,-0.6332,-0.8876,0,0,0,0,4
0.4062,0.5837,0.8299,-0.8242,-0.471,-1.0451,3.0345,3.0459,1.8615,0.0114,3
0.875,0.5251,0.6931,-0.9024,-0.5491,-0.674,2.2521,3.43,3.4744,0.0152,1
0.5039,0.8571,0.6541,-0.707,-1.0179,-0.5178,3.1365,1.7993,3.1585,0.0143,2
0.3867,0.5056,0.8494,-0.6875,-0.6663,-0.8303,3.257,3.2802,2.267,0.0151,3
0.914,0.6618,0.615,-1.0391,-0.6077,-0.7717,1.9244,3.1867,3.2407,0.0128,1
0.875,0.5837,0.5955,-1.0781,-0.6468,-0.5178,1.8473,3.172,3.2282,0.0143,1
0.7773,0.4275,0.4588,-0.961,-0.5491,-0.6154,1.8419,3.1736,3.1969,0.0128,1
0.4258,0.9548,0.4978,-0.7461,-0.9397,-0.6154,3.2276,2.08,3.2892,0.012,2
0.5234,0.7204,0.7127,-0.707,-0.9983,-0.8108,3.2369,2.2307,3.2934,0.0141,2
0.5039,0.8181,0.5955,-0.7656,-1.0569,-0.6545,3.2969,2.1742,3.4091,0.0146,2
0.5039,0.8571,0.6541,-0.668,-0.8616,-0.5959,3.1465,1.8217,3.2178,0.0141,2
0.5625,0.5837,0.8299,-0.8047,-0.5296,-0.967,3.16,3.175,2.2029,0.0145,3
1.1468,1.1832,0.8312,-0.6892,-0.6918,-0.9852,0,0,0,0,4
0.582,0.6423,0.8103,-0.6875,-0.5882,-0.8694,3.2251,3.2425,2.2266,0.0128,3
0.7366,1.1246,1.046,-0.7673,-0.6918,-0.8095,0,0,0,0,5
1.0491,0.8512,1.2609,-0.7868,-0.8871,-0.8485,0,0,0,0,6
0.5039,0.5837,0.7517,-0.7852,-0.5491,-1.0451,3.166,3.1681,2.0627,0.0141,3
0.3476,0.8376,0.615,-0.668,-0.8811,-0.7131,3.2783,2.2601,3.3295,0.0147,2
0.5039,0.486,1.0252,-0.5899,-0.5296,-1.1037,3.2034,3.2156,2.0911,0.015,3
0.8555,0.6423,0.4978,-0.9219,-0.4905,-0.6545,2.0899,3.2656,3.3193,0.0137,1
0.9531,0.5837,0.4588,-0.9414,-0.6663,-0.6936,1.9454,3.2182,3.2382,0.0151,1
0.2305,0.8767,0.5564,-0.8438,-0.9788,-0.5959,3.3024,2.2687,3.3177,0.0148,2
0.3476,0.8962,0.5369,-0.668,-0.9593,-0.5764,3.309,2.1696,3.3612,0.0127,2
0.7757,1.0269,1.1437,-0.6306,-0.8481,-0.868,0,0,0,0,5
0.3086,0.6228,0.908,-0.668,-0.5686,-1.0256,3.0623,3.0992,1.8907,0.0126,3
0.4844,0.9157,0.5564,-0.668,-0.8225,-0.6545,3.1662,2.0943,3.2337,0.0124,2
0.9336,0.74,0.4002,-0.8047,-0.4319,-0.5959,2.0958,3.3057,3.3495,0.0153,1
0.8164,0.5251,0.576,-1,-0.5882,-0.6936,1.9144,3.1831,3.2486,0.0144,1
0.8555,0.5642,0.5564,-0.8633,-0.6468,-0.6936,2.3057,3.347,3.3844,0.0149,1
0.4648,0.9939,0.5564,-0.6289,-0.9788,-0.7717,3.2513,2.0576,3.3202,0.0131,2
1.1858,0.8512,1.2413,-0.7282,-0.7309,-0.9657,0,0,0,0,6
0.4844,0.4665,0.8885,-0.6094,-0.6272,-1.0061,3.1843,3.1805,2.0676,0.0121,3
0.3672,0.5251,0.4588,-0.5313,-0.3929,-0.635,3.5712,3.5843,3.6335,0.0181,0
0.5625,0.5446,0.5369,-0.6094,-0.6077,-0.5764,3.6203,3.6365,3.6523,0.0182,0
0.7773,0.6618,0.5369,-0.9024,-0.5686,-0.6545,2.093,3.2713,3.3202,0.0136,1
0.3672,0.8962,0.576,-0.6875,-0.9397,-0.6545,3.2822,2.263,3.3439,0.015,2
0.543,0.6618,0.9861,-0.5899,-0.51,-0.9475,3.075,3.0846,1.882,0.0147,3
0.7969,0.4665,0.576,-1.0781,-0.6858,-0.7326,1.9152,3.2062,3.2357,0.0124,1
0.8945,0.5642,0.4392,-0.9414,-0.5296,-0.5178,2.1009,3.2995,3.3822,0.0133,1
0.9336,0.4665,0.5564,-0.8828,-0.6272,-0.5569,1.8392,3.2048,3.2595,0.0147,1
1.1468,0.8316,1.2218,-0.7282,-0.6527,-0.6532,0,0,0,0,6
0.4258,0.9548,0.5955,-0.6094,-0.8225,-0.7131,3.1792,2.0365,3.2437,0.0149,2
0.8555,0.6618,0.5955,-0.8242,-0.5882,-0.6154,2.313,3.3472,3.3705,0.0158,1
1.0686,1.1637,0.6945,-0.5915,-0.7113,-0.8876,0,0,0,0,4
0.9336,0.7009,0.4783,-0.9024,-0.5296,-0.5373,2.2256,3.4287,3.4765,0.0143,1
0.7578,0.6228,0.4392,-0.961,-0.6663,-0.6545,2.2585,3.4435,3.4903,0.0142,1
0.4062,0.4079,0.9861,-0.7266,-0.5882,-0.9279,3.0957,3.1316,2.0581,0.0144,3
1.0296,0.734,1.2804,-0.6892,-0.7895,-0.7118,0,0,0,0,6
0.914,0.486,0.4978,-0.9219,-0.6858,-0.7717,2.2257,3.3996,3.4571,0.0138,1
0.4648,0.9743,0.615,-0.7656,-0.7835,-0.5764,3.2101,2.0478,3.262,0.0133,2
0.7578,0.7204,0.5955,-0.9805,-0.6468,-0.674,2.2425,3.4304,3.4911,0.0139,1
1.0882,1.2418,0.7921,-0.4353,-0.5941,-0.8876,0,0,0,0,4
0.5234,0.4079,0.9666,-0.5899,-0.4515,-0.967,3.1651,3.1825,2.0732,0.0138,3
0.5039,0.8571,0.6541,-0.7852,-0.8421,-0.7131,3.3721,2.199,3.449,0.0138,2
0.9336,0.5642,0.615,-0.9024,-0.6077,-0.8303,2.087,3.2543,3.3296,0.0137,1
1.264,0.8316,1.2218,-0.611,-0.5941,-0.7313,0,0,0,0,6
1.01,1.1051,0.7726,-0.5525,-0.6723,-0.9852,0,0,0,0,4
0.543,0.8571,0.5955,-0.6875,-0.9397,-0.5764,3.2168,2.0693,3.2788,0.0131,2
0.3672,1.0134,0.5174,-0.6875,-0.8421,-0.5178,3.25,2.0661,3.2892,0.0151,2
0.875,0.5642,0.6346,-0.8828,-0.6858,-0.5959,2.2427,3.4464,3.4916,0.0165,1
0.4648,0.6032,0.8103,-0.6289,-0.4905,-1.1037,3.2039,3.2185,2.0714,0.0126,3
0.8164,0.6228,0.4392,-0.961,-0.6858,-0.6936,2.3095,3.3559,3.3762,0.0148,1
0.875,0.486,0.576,-1.0391,-0.803,-0.7326,2.2739,3.4809,3.5263,0.0161,1
0.3672,0.8962,0.5369,-0.668,-0.9983,-0.635,3.1328,1.8746,3.1926,0.0115,2
0.4844,0.8571,0.5564,-0.7461,-0.9007,-0.6154,3.2665,2.27,3.348,0.0144,2
0.8164,0.5642,0.4978,-0.9024,-0.5686,-0.6545,2.2218,3.4002,3.4459,0.0142,1
1.0882,1.2027,0.714,-0.6501,-0.6723,-0.9657,0,0,0,0,4
0.6975,1.1051,1.2804,-0.7282,-0.809,-1.0438,0,0,0,0,5
0.3476,0.5642,0.4588,-0.7852,-0.6077,-0.5569,3.6198,3.601,3.6799,0.0182,0
0.4648,0.9353,0.5174,-0.8828,-0.9007,-0.6936,3.3096,2.1757,3.3863,0.0135,2
0.4648,0.9353,0.5369,-0.6289,-1.0569,-0.5569,3.266,2.0618,3.3054,0.0145,2
0.7969,0.4665,0.5369,-0.9414,-0.7054,-0.7326,2.2631,3.4906,3.5131,0.0138,1
0.3281,0.4275,0.5174,-0.6875,-0.5882,-0.5373,3.5944,3.5878,3.6554,0.0188,0
1.0491,0.7926,1.1632,-0.6501,-0.7309,-0.829,0,0,0,0,6
0.4258,0.4275,0.4392,-0.6289,-0.471,-0.3811,3.6072,3.6016,3.6429,0.0188,0
0.8555,0.6423,0.4978,-0.9219,-0.4905,-0.6545,2.0899,3.2656,3.3248,0.016,1
0.543,0.6032,0.908,-0.8438,-0.6077,-1.1233,3.431,3.4245,2.2631,0.013,3
0.8945,0.5251,0.5564,-0.8633,-0.5491,-0.6154,2.2621,3.4802,3.5255,0.0134,1
0.4453,0.5446,0.908,-0.8047,-0.6077,-1.0451,3.0802,3.0803,1.9034,0.0112,3
0.8555,0.5446,0.5369,-0.961,-0.6077,-0.5569,2.2108,3.4003,3.4454,0.0148,1
0.9531,0.4275,0.6346,-1.0195,-0.6077,-0.6936,1.9119,3.2267,3.2867,0.0126,1
0.7383,0.6423,0.576,-0.7852,-0.6468,-0.7717,2.3272,3.3795,3.4154,0.0166,1
0.875,0.5837,0.576,-0.8438,-0.6077,-0.8498,1.9171,3.207,3.246,0.0124,1
0.4258,0.5642,0.7908,-0.4336,-0.4905,-0.8694,3.0872,3.1176,2.0448,0.013,3
0.971,0.7535,1.1437,-0.5915,-0.6527,-0.9071,0,0,0,0,6
0.8359,0.6032,0.576,-0.961,-0.7054,-0.4983,2.0855,3.2723,3.3115,0.0141,1
0.2695,0.5056,0.5174,-0.7852,-0.471,-0.5959,3.5916,3.6118,3.6767,0.0183,0
0.3086,0.8181,0.5955,-0.6875,-0.8421,-0.5764,3.2805,2.2709,3.3565,0.0128,2
0.2695,0.8376,0.576,-0.7266,-0.8421,-0.5569,3.224,2.0612,3.2686,0.0139,2
0.8359,0.6228,0.6541,-0.8438,-0.5296,-0.7326,2.0933,3.2752,3.337,0.0135,1
1.1077,0.6559,1.1632,-0.7087,-0.7504,-0.8095,0,0,0,0,6
1.1272,1.2027,0.5187,-0.5915,-0.7895,-0.9071,0,0,0,0,4
0.4258,0.7595,0.5955,-0.6094,-0.8225,-0.6936,3.2592,2.2538,3.3415,0.013,2
0.9336,0.5446,0.3806,-0.9219,-0.5882,-0.7131,2.1982,3.3384,3.41,0.0161,1
1.1077,0.773,1.1827,-0.8064,-0.7504,-0.8485,0,0,0,0,6
0.4453,0.486,0.5174,-0.6289,-0.5491,-0.4592,3.6409,3.6364,3.6681,0.0183,0
0.4453,0.779,0.5564,-0.7852,-0.8421,-0.7326,3.2171,2.1182,3.3137,0.0146,2
0.9336,0.6618,0.615,-0.9414,-0.8225,-0.6154,1.8217,3.1816,3.2287,0.013,1
0.5039,0.5056,0.9666,-0.6094,-0.6858,-0.8303,3.4627,3.4931,2.287,0.0144,3
0.4844,0.5056,0.4783,-0.5508,-0.5296,-0.4787,3.5069,3.5191,3.5602,0.0182,0
0.4453,0.9548,0.4783,-0.6289,-0.9397,-0.5959,3.0564,1.7839,3.1225,0.0141,2
0.3672,0.5251,0.4588,-0.668,-0.3929,-0.6545,3.6312,3.6301,3.671,0.0181,0
0.5234,0.2712,0.4783,-0.6875,-0.5491,-0.5178,3.6335,3.6251,3.6565,0.0183,0
0.7773,0.6423,0.4783,-0.9024,-0.6468,-0.7326,2.2462,3.4244,3.488,0.0161,1
0.5234,0.9548,0.4588,-0.7461,-0.9788,-0.5764,3.0597,1.7753,3.1133,0.0146,2
0.8945,0.4665,0.4002,-0.8242,-0.5882,-0.6154,2.313,3.3472,3.3705,0.0158,1
0.8343,0.8512,0.9874,-0.611,-0.5941,-0.829,0,0,0,0,5
0.4844,0.9743,0.5955,-0.8047,-1.0179,-0.6154,3.1499,1.8991,3.1866,0.0127,2
0.5039,0.5251,1.0056,-0.5899,-0.6858,-0.9279,3.063,3.0687,1.8655,0.0137,3
0.914,0.5642,0.5955,-0.9024,-0.6663,-0.7326,2.2558,3.4663,3.5372,0.0157,1
0.8945,0.4665,0.4783,-1.0977,-0.7249,-0.6545,2.0976,3.2844,3.3486,0.0138,1
0.8555,0.6228,0.6346,-0.8828,-0.6272,-0.5373,2.2512,3.4555,3.5354,0.0144,1
0.678,0.9293,1.007,-0.7282,-0.9066,-0.9266,0,0,0,0,5
0.3867,0.8181,0.615,-0.7266,-0.9593,-0.7131,3.2225,2.2327,3.2713,0.0136,2
0.4648,0.9743,0.5564,-0.7461,-0.9593,-0.5373,3.1609,1.8211,3.2561,0.0114,2
0.3476,0.4665,0.4978,-0.7266,-0.6272,-0.635,3.5936,3.6265,3.661,0.0181,0
0.4453,0.5446,0.8103,-0.7266,-0.51,-0.9475,3.2144,3.2154,2.2381,0.0133,3
0.3867,0.9548,0.3611,-0.6485,-0.9593,-0.635,3.336,2.1986,3.4277,0.0128,2
0.543,0.4665,0.8494,-0.7266,-0.5296,-0.9865,3.0437,3.0492,1.8666,0.0123,3
0.914,0.7009,0.5564,-1.0781,-0.6077,-0.8694,1.916,3.1886,3.2003,0.0138,1
0.4062,0.447,0.5174,-0.7266,-0.5882,-0.4592,3.6371,3.6398,3.6621,0.0187,0
0.4062,0.9939,0.5564,-0.5899,-0.9593,-0.7522,3.2588,2.2449,3.3052,0.0129,2
0.639,1.0269,1.1632,-0.6306,-0.7309,-0.8485,0,0,0,0,5
1.1663,1.3004,0.6945,-0.572,0,-0.9852,0,0,0,0,4
0.4844,0.8962,0.576,-0.6289,-0.9983,-0.5959,3.222,2.0735,3.2906,0.0143,2
0.4258,0.5251,0.6541,-0.6289,-0.7054,-0.967,3.1971,3.1875,2.078,0.0147,3
0.8555,0.6228,0.5174,-1.0586,-0.5686,-0.7522,1.9198,3.1872,3.2633,0.0158,1
0.6015,0.5251,0.9275,-0.6289,-0.4515,-0.8498,3.0953,3.119,2.032,0.0146,3
0.4648,0.4275,0.4392,-0.4922,-0.5882,-0.4787,3.6242,3.6081,3.6634,0.0181,0
0.4648,0.9353,0.576,-0.8047,-0.9593,-0.5373,3.3337,2.1701,3.4137,0.015,2
0.7757,0.9879,1.0851,-0.7868,-0.8481,-0.9852,0,0,0,0,5
0.8945,0.6032,0.5955,-0.9024,-0.4124,-0.5959,2.0902,3.3092,3.3325,0.0155,1
0.4844,0.9743,0.5174,-0.668,-0.7835,-0.8694,3.3675,2.196,3.4538,0.013,2
0.5039,0.8376,0.6541,-0.6289,-0.9593,-0.5959,3.2154,2.0763,3.261,0.0137,2
0.4258,0.447,0.4978,-0.6094,-0.6468,-0.5764,3.6051,3.6198,3.7027,0.0182,0
0.4062,0.7595,0.6346,-0.6289,-0.9202,-0.7522,3.2941,2.2809,3.3467,0.0131,2
0.4453,0.5837,0.908,-0.7266,-0.5882,-0.9475,3.2481,3.2378,2.2283,0.0154,3
0.5039,0.9548,0.5955,-0.7266,-0.9202,-0.6545,3.3779,2.1951,3.444,0.015,2
0.4062,0.5642,0.8494,-0.6289,-0.6663,-1.0256,3.4835,3.4746,2.2547,0.014,3
1.1663,1.2418,0.714,-0.5134,-0.6137,-0.8095,0,0,0,0,4
0.914,0.5642,0.5955,-1.1172,-0.6858,-0.5764,1.8311,3.205,3.2371,0.0159,1
0.8359,0.5642,0.5564,-0.9414,-0.6272,-0.7131,2.2175,3.4182,3.4644,0.0159,1
0.7952,0.9098,1.1632,-0.6892,-0.7504,-0.7704,0,0,0,0,5
0.5234,0.9548,0.5564,-0.8242,-0.9397,-0.7326,3.1884,2.0945,3.256,0.0134,2
1.2054,0.6949,1.1241,-0.6306,-0.6332,-0.829,0,0,0,0,6
0.7969,0.486,0.3611,-1.0391,-0.764,-0.5764,2.199,3.3753,3.4064,0.0138,1
0.5234,0.5251,0.8103,-0.7461,-0.7444,-0.9475,3.1544,3.1651,2.2226,0.0141,3
0.914,0.5056,0.5564,-0.8828,-0.51,-0.7131,2.0802,3.2743,3.3377,0.0145,1
0.25,0.7985,0.5174,-0.6094,-0.9397,-0.635,3.1264,1.8093,3.1801,0.0122,2
0.4648,0.5056,0.4588,-0.6094,-0.4905,-0.4983,3.6343,3.6338,3.6632,0.0183,0
0.875,0.6618,0.4392,-0.961,-0.6077,-0.7326,2.0875,3.253,3.3407,0.016,1
0.4648,0.5642,0.8103,-0.8242,-0.4905,-0.967,3.0768,3.0891,1.8786,0.0142,3
0.4648,0.9157,0.6346,-0.5899,-0.9593,-0.5959,3.1838,1.9065,3.2097,0.0124,2
0.4258,0.6423,0.8494,-0.5703,-0.4905,-0.8694,3.0618,3.0463,1.7747,0.0148,3
0.5039,0.9548,0.576,-0.7461,-0.9007,-0.6154,3.1633,1.8257,3.2305,0.0139,2
0.8359,0.6032,0.5955,-0.9414,-0.6077,-0.5569,2.0722,3.2552,3.3087,0.0154,1
0.3672,0.7985,0.5955,-0.6485,-0.9007,-0.5569,3.3474,2.208,3.4217,0.0145,2
0.914,0.486,0.576,-1.0195,-0.6858,-0.635,2.3078,3.3292,3.3879,0.0156,1
0.875,0.5446,0.5564,-1.0586,-0.6468,-0.6154,2.2959,3.3381,3.3501,0.0145,1
1.264,0.5973,1.1046,-0.6501,-0.7895,-0.868,0,0,0,0,6
0.875,0.6228,0.615,-0.8438,-0.5882,-0.674,2.077,3.2182,3.2828,0.0146,1
0.8359,0.447,0.6541,-0.9024,-0.5491,-0.5764,2.2358,3.4571,3.4986,0.0149,1
0.543,0.5251,0.8299,-0.668,-0.4905,-0.9475,3.0533,3.0546,1.7855,0.0133,3
0.3476,0.486,0.5369,-0.6289,-0.471,-0.5959,3.6254,3.6142,3.6573,0.0186,0
0.3867,0.3103,0.7713,-0.5899,-0.4124,-0.9475,3.4826,3.4936,2.2723,0.0122,3
0.5039,0.8767,0.5174,-0.6485,-0.8225,-0.5764,3.21,2.0762,3.2738,0.0126,2
0.7969,0.6814,0.6541,-1.0586,-0.8225,-0.5959,2.2861,3.3177,3.3189,0.0147,1
0.9336,0.6032,0.4197,-0.9414,-0.5296,-0.7131,1.8361,3.1841,3.2043,0.0141,1
0.4062,0.2321,0.5369,-0.6289,-0.6077,-0.4983,3.6548,3.6438,3.7092,0.019,0
0.4258,0.5056,0.8103,-0.5899,-0.6272,-0.8303,3.4577,3.4693,2.265,0.0149,3
0.7969,0.5251,0.5564,-0.7852,-0.51,-0.6154,2.2265,3.4131,3.4727,0.0145,1
0.6585,1.1246,1.2218,-0.6892,-0.9066,-0.9071,0,0,0,0,5
0.4062,0.779,0.576,-0.5508,-0.7444,-0.6545,3.2947,2.1711,3.3875,0.0125,2
0.4453,0.3884,0.576,-0.5117,-0.6663,-0.5178,3.5648,3.5908,3.6382,0.0181,0
0.8945,0.5642,0.5955,-0.961,-0.6272,-0.674,2.2476,3.4414,3.5205,0.0142,1
0.9336,0.6423,0.5955,-1.0195,-0.6272,-0.6936,1.928,3.1996,3.2738,0.0154,1
0.8555,0.5251,0.5174,-0.9805,-0.5296,-0.6545,2.2226,3.3615,3.4364,0.0161,1
0.5234,0.4275,0.8299,-0.6875,-0.5491,-0.967,3.1571,3.1845,2.0757,0.015,3
0.5039,0.3884,0.7713,-0.6289,-0.6077,-1.0061,3.4485,3.4555,2.2387,0.0123,3
0.8555,0.6032,0.5564,-0.961,-0.5296,-0.5373,2.2658,3.4643,3.5276,0.0147,1
0.3476,0.9353,0.5955,-0.668,-0.9593,-0.635,3.2467,2.0612,3.3107,0.0123,2
0.8945,0.5056,0.4783,-1.0391,-0.7444,-0.4592,2.2943,3.3271,3.3556,0.0163,1
0.4648,0.9157,0.5955,-0.6875,-1.0179,-0.7131,3.2196,2.0382,3.269,0.013,2
0.4453,0.4665,0.9275,-0.7461,-0.5491,-0.9279,3.4626,3.474,2.266,0.0148,3
0.4258,0.8571,0.5174,-0.6094,-0.9202,-0.7326,3.2084,2.1096,3.2783,0.0124,2
0.7757,1.0074,1.2999,-0.8064,-0.8285,-0.7509,0,0,0,0,5
0.543,0.7985,0.576,-0.6289,-0.9788,-0.5959,3.2222,2.0616,3.2829,0.0133,2
0.4258,0.447,1.0056,-0.7266,-0.5491,-1.0647,3.0865,3.1131,1.8182,0.0123,3
0.4062,0.5446,0.4588,-0.668,-0.4319,-0.4983,3.59,3.548,3.597,0.0179,0
0.8945,0.5837,0.5955,-0.961,-0.7054,-0.5959,1.8331,3.205,3.2428,0.0157,1
0.543,0.6228,0.8689,-0.6485,-0.51,-0.8889,3.1485,3.1591,2.0605,0.0128,3
0.3867,0.5837,0.8299,-0.7266,-0.4319,-0.8498,3.2676,3.2512,2.2652,0.0145,3
0.4648,0.9157,0.5564,-0.707,-0.9007,-0.5569,3.2276,2.1218,3.3095,0.0122,2
0.5039,0.5056,0.9471,-0.5703,-0.51,-1.0256,3.1986,3.2091,2.0846,0.0127,3
0.5625,0.3884,0.8689,-0.6289,-0.6077,-1.1037,3.1717,3.1797,2.0809,0.0152,3
0.4062,0.9353,0.5174,-0.7266,-1.0569,-0.5959,3.2562,2.0668,3.2965,0.0121,2
0.914,0.6228,0.615,-0.8633,-0.5882,-0.6545,2.2351,3.4413,3.481,0.0136,1
0.4258,0.3493,0.4783,-0.6875,-0.6272,-0.5764,3.6294,3.6404,3.6854,0.0184,0
0.4648,0.3884,0.3611,-0.6485,-0.4905,-0.5569,3.5427,3.5211,3.5707,0.0185,0
0.8359,0.6423,0.576,-1,-0.51,-0.6936,1.9267,3.1959,3.2361,0.0142,1
0.4844,0.7985,0.4783,-0.8242,-0.9593,-0.8303,3.1429,1.9012,3.2488,0.0123,2
0.4062,0.8962,0.6346,-0.6289,-0.8811,-0.6545,3.1188,1.8195,3.1916,0.0115,2
0.5625,0.9939,0.5955,-0.9219,-1.1155,-0.6936,3.1675,1.8968,3.1817,0.012,2
0.4453,0.5251,0.7517,-0.6875,-0.6077,-0.9475,3.1893,3.2126,2.2274,0.0127,3
0.9336,0.5446,0.3806,-0.9219,-0.5882,-0.7131,2.1856,3.3615,3.3946,0.0147,1
0.7578,0.6618,0.4978,-0.961,-0.4905,-0.6545,2.0986,3.2886,3.3675,0.0135,1
0.8164,0.5642,0.5369,-1,-0.5686,-0.7131,2.0923,3.2661,3.3149,0.0137,1
0.4062,0.8571,0.5564,-0.707,-0.9202,-0.5764,3.1776,2.0373,3.2535,0.0141,2
1.1858,0.8512,1.1632,-0.6306,-0.6527,-0.8095,0,0,0,0,6
0.9531,0.5056,0.576,-0.9219,-0.4905,-0.635,1.8062,3.1322,3.1807,0.0125,1
0.8945,0.5837,0.6346,-0.9024,-0.5686,-0.7717,2.2458,3.4139,3.488,0.0164,1
0.4453,0.5056,0.576,-0.668,-0.5686,-0.4397,3.5797,3.5729,3.6215,0.0184,0
0.8945,0.6423,0.6346,-1.1367,-0.5686,-0.6154,2.2373,3.4368,3.4834,0.0139,1
0.4453,0.8571,0.5174,-0.7461,-0.803,-0.7326,3.2718,2.2495,3.3334,0.0146,2
0.7773,0.3884,0.576,-0.8242,-0.5686,-0.5569,2.3226,3.376,3.3875,0.0148,1
0.4648,0.4275,0.9471,-0.6289,-0.5882,-0.8108,3.1776,3.2048,2.2284,0.0157,3
0.4648,0.4665,0.5369,-0.5117,-0.51,-0.4983,3.5972,3.5992,3.6664,0.0183,0
0.4062,0.6032,0.9471,-0.5899,-0.5491,-1.0451,3.0747,3.1035,1.8142,0.0115,3
0.6585,1.1832,1.0655,-0.6306,-0.5551,-0.7704,0,0,0,0,5
0.875,0.5056,0.5174,-0.961,-0.5686,-0.635,2.3248,3.3633,3.3908,0.0152,1
0.8945,0.6814,0.5174,-1.0391,-0.6468,-0.6545,2.2501,3.423,3.5076,0.015,1
0.5234,0.779,0.5174,-0.707,-1.0569,-0.7522,3.2588,2.0669,3.2852,0.0119,2
0.875,0.5056,0.5564,-0.8828,-0.5882,-0.7131,1.939,3.2525,3.2642,0.013,1
0.4648,0.4079,0.5174,-0.6485,-0.5296,-0.5959,3.6355,3.6483,3.7358,0.0181,0
